year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,994088,2023000313073,71,2023009940881,370037,households under 1970 definition,1,72,male,67,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",4810,6992,20,77400,35000,501
2023,2023 acs,1485065,2023001049510,423,2023014850651,40054,households under 1970 definition,1,423,male,50,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",440,770,48,105000,105000,501
2023,2023 acs,699208,2023000409498,23,2023006992081,50026,households under 1970 definition,1,23,male,70,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",20,770,n/a,60000,0,501
2023,2023 acs,1406036,2023010127936,58,2023014060361,5400151,other group quarters,1,58,male,21,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,0
2023,2023 acs,285785,2023001419310,69,2023002857851,10110,households under 1970 definition,2,64,female,59,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5240,6871,40,45000,45000,501
2023,2023 acs,880597,2023000970068,176,2023008805971,70235,households under 1970 definition,2,230,female,46,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,109451,2023000138112,44,2023001094511,851006,households under 1970 definition,1,43,male,78,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,180600,0,501
2023,2023 acs,955068,2023001058678,26,2023009550681,70436,households under 1970 definition,2,26,male,23,,no health insurance coverage,grade 9,grade 9,employed,at work,"yes, in the labor force",1460,3570,45,88000,80000,501
2023,2023 acs,1374911,2023001317851,75,2023013749111,450348,households under 1970 definition,2,61,female,40,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",52,4590,n/a,0,0,501
2023,2023 acs,539864,2023001389009,29,2023005398641,80018,households under 1970 definition,2,39,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,19400,0,281
2023,2023 acs,242032,2023000138086,58,2023002420321,40108,households under 1970 definition,2,62,male,61,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",300,7290,40,180200,180000,501
2023,2023 acs,226453,2023001356087,83,2023002264531,592306,households under 1970 definition,2,77,female,85,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,9700,0,145
2023,2023 acs,15638,2023000804576,157,2023000156381,180101,households under 1970 definition,1,157,male,72,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2040,9160,40,105100,50000,501
2023,2023 acs,1506421,2023000890005,26,2023015064211,10055,households under 1970 definition,3,8,male,15,,with health insurance coverage,grade 9,grade 9,n/a,n/a,n/a,0,0,n/a,0,n/a,145
2023,2023 acs,1050698,2023000328376,74,2023010506981,380239,households under 1970 definition,3,61,female,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,304
2023,2023 acs,235947,2023001454930,88,2023002359471,790106,households under 1970 definition,1,88,male,76,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,56000,0,384
2023,2023 acs,762926,2023000569355,111,2023007629261,70028,households under 1970 definition,1,111,female,79,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,18000,0,126
2023,2023 acs,372938,2023001190703,65,2023003729381,90212,households under 1970 definition,1,65,male,77,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,59900,0,398
2023,2023 acs,449260,2023000869262,33,2023004492601,130016,households under 1970 definition,1,33,female,50,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",1822,7860,40,85000,85000,501
2023,2023 acs,67719,2023000427061,75,2023000677191,20105,households under 1970 definition,1,74,male,35,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",440,1090,40,136000,130000,501
2023,2023 acs,1450031,2023000157437,55,2023014500311,2630353,households under 1970 definition,1,55,female,68,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",5740,8191,n/a,22800,0,183
2023,2023 acs,952401,2023001010142,36,2023009524011,30036,households under 1970 definition,2,33,female,36,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11200,0,83
2023,2023 acs,406211,2023000384585,111,2023004062111,70213,households under 1970 definition,1,110,male,47,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",440,7380,45,558000,558000,501
2023,2023 acs,989975,2023000182626,201,2023009899751,180237,households under 1970 definition,1,202,female,53,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",3255,8191,45,102000,102000,501
2023,2023 acs,1151629,2023000418934,48,2023011516291,170242,households under 1970 definition,2,51,male,71,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,39000,0,288
2023,2023 acs,1205466,2023000447938,227,2023012054661,60245,households under 1970 definition,2,169,female,31,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",3640,7980,40,40000,40000,425
2023,2023 acs,45317,2023000636953,93,2023000453171,10804,households under 1970 definition,1,93,female,24,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",4055,8680,38,22400,22400,285
2023,2023 acs,1104808,2023001164573,311,2023011048081,2030040,households under 1970 definition,3,175,male,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,303
2023,2023 acs,109104,2023000134206,81,2023001091041,851606,households under 1970 definition,2,91,male,74,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",940,7280,40,45900,36000,476
2023,2023 acs,491304,2023000951417,123,2023004913041,70117,households under 1970 definition,1,123,female,90 (90+ in 1980 and 1990),,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,36200,0,427
2023,2023 acs,976563,2023001448093,18,2023009765631,220436,households under 1970 definition,3,16,female,40,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10790,0,148
2023,2023 acs,1491394,2023000040779,123,2023014913941,280655,households under 1970 definition,3,122,male,2,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1316744,2023000577433,77,2023013167441,251048,households under 1970 definition,1,77,male,54,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1021,3370,45,226000,220000,501
2023,2023 acs,953658,2023001033105,86,2023009536581,200236,households under 1970 definition,1,86,male,49,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4920,7071,40,100000,100000,501
2023,2023 acs,526860,2023000723329,109,2023005268601,190118,households under 1970 definition,1,110,female,59,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",350,6991,40,110000,110000,501
2023,2023 acs,242873,2023000188234,33,2023002428731,220008,households under 1970 definition,4,53,male,26,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10000,0,501
2023,2023 acs,562222,2023000373096,16,2023005622221,20020,households under 1970 definition,2,11,female,80,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11900,0,333
2023,2023 acs,1381979,2023001408683,22,2023013819791,330648,households under 1970 definition,2,22,female,56,,no health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",5510,6380,n/a,0,0,69
2023,2023 acs,1324501,2023000677759,147,2023013245011,231648,households under 1970 definition,5,170,female,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,280
2023,2023 acs,1173267,2023000999352,69,2023011732671,380042,households under 1970 definition,5,68,male,3,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,112
2023,2023 acs,1319315,2023000610905,46,2023013193151,170048,households under 1970 definition,2,37,female,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,222
2023,2023 acs,129755,2023000347764,33,2023001297551,852206,households under 1970 definition,3,27,female,1,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,431961,2023001263940,53,2023004319611,140613,households under 1970 definition,1,54,female,31,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1825,8080,30,90000,90000,501
2023,2023 acs,1361478,2023001146465,34,2023013614781,331048,households under 1970 definition,1,34,female,38,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1021,7290,40,86010,86000,358
2023,2023 acs,1050671,2023000327765,247,2023010506711,420039,households under 1970 definition,5,185,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,68
2023,2023 acs,1083375,2023001271073,129,2023010833751,210039,households under 1970 definition,2,102,female,24,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",1360,7280,40,35000,35000,225
2023,2023 acs,748513,2023000977090,297,2023007485131,160627,households under 1970 definition,2,335,male,22,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",20,7770,30,30300,0,501
2023,2023 acs,1427857,2023000856298,154,2023014278571,610051,households under 1970 definition,4,193,female,5,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,177
2023,2023 acs,1092532,2023000000868,59,2023010925321,2070040,households under 1970 definition,2,41,female,47,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",5860,8090,99 (topcode),37000,37000,332
